,count,hate_speech,offensive_language,neither,class,tweet,preprocessed_tweets
13900,3,0,0,3,2,Prejudice. A preconceived awareness based on a majority of interactions. The negative slant comes from libs. Self preservation is the basis.,prejudic preconceiv awar base major interact neg slant come lib self preserv basi
13901,3,0,3,0,1,"Preparing to be called a ""nigger"" all night.. I mean play COD all night. #AdvancedWarfareDayZERO",prepar call nigger night mean play cod night advancedwarfaredayzero
13902,3,0,3,0,1,Pressed for pussy no ...I get too many freebies,press pussi get mani freebi
13903,3,0,3,0,1,Pretend assholes callin the women bitches when they know they love em lol..,pretend asshol callin women bitch know love em lol
13904,3,1,2,0,1,"Pretending that he can make it rain, our ghetto president is in it for himself while govt money whores beg utilties to stay on one more day.",pretend make rain ghetto presid govt money whore beg utilti stay one day
13905,3,1,2,0,1,Pretty ass niggah. http://t.co/jqlST70msM,pretti ass niggah
13906,3,0,3,0,1,Pretty bitches with even prettier titties &#9786;&#65039;,pretti bitch even prettier titti
13907,3,0,3,0,1,Pretty mother fucker pull up in a bitch likee,pretti mother fucker pull bitch like
13908,3,0,3,0,1,Pretty motherfucker pull up in this bitch like,pretti motherfuck pull bitch like
13909,3,0,3,0,1,Pretty muthafucka pull up in this bitch like,pretti muthafucka pull bitch like
13910,3,0,0,3,2,"Pretty over this whole Yankees thing, id rather lose in the ALCS every year then live in Detroit.. I miss the real Steinbrenner #glorydays",pretti whole yanke thing id rather lose alc everi year live detroit miss real steinbrenn gloryday
13911,3,1,2,0,1,Pretty sure I got ya bitch nudes in my phone nigga,pretti sure got ya bitch nude phone nigga
13912,3,0,3,0,1,"Pretty weird that flight attendants are instructed to say &#8220;Welcome to the OC, bitch.&#8221; as you exit the plane.",pretti weird flight attend instruct say welcom oc bitch exit plane
13913,6,0,6,0,1,Probably going to tackle Kenzie when I see her tbh I miss my bitch,probabl go tackl kenzi see tbh miss bitch
13914,4,0,4,0,1,Probably saved @KingBorgman's ass today. About out gas in a Diesel engine.&#128514; what would you do without your redneck friends?&#128514;&#128514;,probabl save ass today ga diesel engin would without redneck friend
13915,3,0,3,0,1,Procrastination is really a bitch.,procrastin realli bitch
13916,3,0,3,0,1,Produced by yung @jewros &#128293;&#128293; Bouta drop dis hoe http://t.co/WZyMxoLjNt,produc yung bouta drop di hoe
13917,3,0,3,0,1,Profesional sports are only enjoyed by white trash.,profesion sport enjoy white trash
13918,3,0,3,0,1,Project pay is just a soft ass little bitch.,project pay soft ass littl bitch
13919,3,1,2,0,1,Promise to love you and obey..and hit it more than once a day..girl I say that genuinely..fuck that bitch.. It's what you sayy,promis love obey hit day girl say genuin fuck bitch sayi
13920,3,0,3,0,1,Promises were made bitch . You are now my bxtch,promis made bitch bxtch
13921,3,0,3,0,1,Protect your bitch at all costs,protect bitch cost
13922,3,0,0,3,2,Proud to be a redneck patriot :) @Docs357 @Cats_lmbo @KoichicCheryl @bja_tw @yrwol7 @DavesGrill,proud redneck patriot
13923,3,0,3,0,1,Puffy face hoes,puffi face hoe
13924,3,0,3,0,1,Puig had zero lines and yet he's still going to fuck your bitch after that appearance,puig zero line yet still go fuck bitch appear
13925,3,1,2,0,1,Pull up on a nicca #Bored,pull nicca bore
13926,9,0,9,0,1,Pull up on my ex make that bitch mad,pull ex make bitch mad
13927,6,0,6,0,1,Pull up on my ex make that bitch mad.,pull ex make bitch mad
13928,3,0,3,0,1,Pull up on my x make that bitch mad,pull x make bitch mad
13929,3,0,3,0,1,Pulled up on this coco ratchet on my way home &#128514;&#128557; @@kayysavage yes bitch,pull coco ratchet way home ye bitch
13930,3,0,3,0,1,Pulling hoes ain't something to be proud of hoes go with anybody &#9995;,pull hoe someth proud hoe go anybodi
13931,3,0,2,1,1,Pullout game trash... &#171;@arigold_88 Iyanla having an intrrvention with a man who has 34 kids with 17 women. I have other questions.&#187;,pullout game trash iyanla intrrvent man kid women question
13932,3,0,3,0,1,Pumpkin spice Marlboro's for da hoes,pumpkin spice marlboro da hoe
13933,3,0,3,0,1,Punch that hoe cause she deserve it.,punch hoe caus deserv
13934,3,2,1,0,0,Punk ass broke faggots.,punk ass broke faggot
13935,6,0,6,0,1,Punk ass cop jus bulldogged that bitch https://t.co/SCeoQIqbme,punk ass cop ju bulldog bitch
13936,6,0,6,0,1,Punk bitch walking tall like you got something to prove,punk bitch walk tall like got someth prove
13937,3,0,3,0,1,Punk bitch.,punk bitch
13938,3,0,3,0,1,Pussies only pussy...an every women got one...so u gotta have more than that ladies,pussi pussi everi women got one u gotta ladi
13939,3,1,2,0,1,"Pussy ass hoe niggas, I can't fuck wit y'all",pussi ass hoe nigga fuck wit
13940,3,0,3,0,1,Pussy ass nigguh name Jesus. And his daddy,pussi ass nigguh name jesu daddi
13941,3,1,2,0,1,Pussy gotta be trash RT @Adolfhibsta: Her love life is so sad lol RT @cqminaj: im so glad khloe k dumped french's ghetto ass,pussi gotta trash rt love life sad lol rt im glad khloe k dump french ghetto ass
13942,3,0,3,0,1,"Pussy like girls , zaaaammnn is my pussy gay &#128035;",pussi like girl zaaaammnn pussi gay
13943,3,0,3,0,1,Pussy nicca we ain't friends you ain't gotta @ me -- @Icewear_Vezzo voice!,pussi nicca friend gotta voic
13944,3,0,3,0,1,Pussy on my mouth pussy on my pinky ring,pussi mouth pussi pinki ring
13945,3,0,3,0,1,Pussy only pussy,pussi pussi
13946,3,0,3,0,1,Pussy's don't get pussy.,pussi get pussi
13947,6,0,6,0,1,Pussys only pussy an I get it when I need it,pussi pussi get need
13948,4,0,4,0,1,Put a b&#299;tch pussy on first 48,put b tch pussi first
13949,3,0,3,0,1,Put a ring on it or it ain't yo bitch !,put ring yo bitch
13950,3,0,3,0,1,Put her in her place cause pussies don't get pussy..,put place caus pussi get pussi
13951,3,0,3,0,1,Put that on everything I love. Ain't no ugly bitch Finna talk to me crazy in my car. I'd put her ass out and make her walk,put everyth love ugli bitch finna talk crazi car put ass make walk
13952,3,1,0,2,2,Put the redskins in your starting lineup instead of the Dolphins...it'll be fun they said.,put redskin start lineup instead dolphin fun said
13953,3,0,3,0,1,Put the weights back on the rack bitch!! Smdh lol Dick Chaney's! http://t.co/pThwskJhdY,put weight back rack bitch smdh lol dick chaney
13954,3,0,3,0,1,Put ya hands up if you a Grade A bitch,put ya hand grade bitch
13955,3,0,3,0,1,Put yo bitch in the figure 4 and bedrock her,put yo bitch figur bedrock
13956,3,0,3,0,1,"Put your hands down bitch, I ain't gon shoot you",put hand bitch gon shoot
13957,3,0,3,0,1,Put your tits back in your shit bitch,put tit back shit bitch
13958,3,1,2,0,1,Putin making @BarackObama look like a bitch on foreign policy.,putin make look like bitch foreign polici
13959,3,1,2,0,1,Quan and Dino RT them faggot ass niggas!? Aight man,quan dino rt faggot ass nigga aight man
13960,3,1,2,0,1,Quan stop RT that faggot on my TL,quan stop rt faggot tl
13961,3,0,3,0,1,"Quisiera amarte no puedo no, mi mama me dijo dont love them hoes",quisiera amart puedo mi mama dijo dont love hoe
13962,3,0,3,0,1,Quit blowing up my feed bitches.,quit blow feed bitch
13963,3,0,3,0,1,Quit hoggin the blunt bitch,quit hoggin blunt bitch
13964,3,0,3,0,1,Quit hurting these women Cuz I'm tired of all the bitterness a nigga gotta go through Cuz you a hoe ass nigga.,quit hurt women cuz tire bitter nigga gotta go cuz hoe ass nigga
13965,3,1,2,0,1,Quit talking shit you fucking faggot. You're seriously just mad bc no one wants you. Who the fuck do you even think you are?,quit talk shit fuck faggot serious mad bc one want fuck even think
13966,3,0,3,0,1,Quit teasing bitch,quit teas bitch
13967,3,0,0,3,2,R&amp;B is so trash now compared to early 2000's.,amp b trash compar earli
13968,3,0,0,3,2,R-Surge For Charlie Baker-R of 9 points in Demo-State Mass against Coakley-D! DoG http://t.co/UOVtVG5nnM via @BostonGlobe,surg charli baker point demo state mass coakley dog via
13969,3,0,3,0,1,REAL NIGGA SPEAKING &#8220;@DEON1093: @PAPER_CHAYSIN you sound like a bitch&#8221;,real nigga speak sound like bitch
13970,3,0,0,3,2,REPUBLICANS TAKE MASSACHUSETTS GOVERNORSHIP: Coakley Conceds Gov. Race To Charlie Baker&#8230;. http://t.co/unfdQCQHyK,republican take massachusett governorship coakley conc gov race charli baker
13971,6,2,4,0,1,RFT Tweet of the day&#128588;&#128588; &#8220;@HereForEB: If a nigga change on you.. Fuck em .. He was a bitch nigga from day 1&#8221;,rft tweet day nigga chang fuck em bitch nigga day
13972,3,0,3,0,1,"RICK TOLD YALL TO GO BACK AND KILL'EM ALL! Yall niccas didn't listen, now they are chewing on Bob's leg and shit! Extra, tasty, crispy!",rick told yall go back kill em yall nicca listen chew bob leg shit extra tasti crispi
13973,3,0,3,0,1,"RIGHT ""@Sotyannaxo: The same bitches saying ""positive vibes"" are the same bitches making fun of someone's weight.""",right bitch say posit vibe bitch make fun someon weight
13974,3,2,1,0,0,"RINO trash like @SpeakerBoehner, @KarlRove, @FrankLuntz see conservatives as the Democrat Party see blacks. As their slave property. #tcot",rino trash like see conserv democrat parti see black slave properti tcot
13975,3,0,3,0,1,RT !! @6oysLoveKeena: I will never EVER EVER give a nigga my all unless I know for a fact he doing the same . yeen finna play me bitch &#128514;&#9996;,rt never ever ever give nigga unless know fact yeen finna play bitch
13976,3,0,3,0,1,"RT ""@DestineyDunbar: This shit for the birds . &#128530;&#8221;",rt shit bird
13977,3,0,0,3,2,"RT ""@HuffingtonPost: Jane Seymour rocks a bikini at 62 http://t.co/1pUccv8t97"" Crazy Aunt Jane is at it again @TheFaithAnne",rt jane seymour rock bikini crazi aunt jane
13978,3,2,1,0,0,"RT ""@TIMAtheRACER: Wow do we have another faggot? &#8220;@ShinobiCelsius: TIMAtheRACER wow do we have another Cam hater? lol&#8221;""&gt;&gt; dat dude is nice",rt wow anoth faggot timatherac wow anoth cam hater lol gt gt dat dude nice
13979,3,2,1,0,0,"RT ""@_ThatGAPeach: &amp; alla my niggas hot boys , so don't bring no ice in this bitch &#128130;&#8221;",rt amp alla nigga hot boy bring ice bitch
13980,6,0,6,0,1,"RT &#8220;@KillAll_Simps: Black bitches think its ok to clap they hands when they getting into an argument, bitch stfu before I steal yo purse&#8221;",rt black bitch think ok clap hand get argument bitch stfu steal yo purs
13981,3,0,3,0,1,RT @05proFESSOR: @idontbekaren @kelseysocrazy .... this is what all of my bitches say hahaha http://t.co/dHK7eU97Dc,rt bitch say hahaha
13982,3,1,2,0,1,RT @05proFESSOR: Columbus found America and we killed some injuns #SinceTheCubsWonAWorldSeries,rt columbu found america kill injun sincethecubswonaworldseri
13983,3,1,2,0,1,"RT @07Cannon: ""Fuck you mean Macklemore trash nigger?"" http://t.co/NXPjPrhsbu",rt fuck mean macklemor trash nigger
13984,3,1,2,0,1,RT @0_oitsCRUNCH: Def a whiny bitch RT @manddddddd: &#8220;@LawsOfSex: A girl who cries is a girl who cares.&#8221; Or a whiny bitch,rt def whini bitch rt girl cri girl care whini bitch
13985,3,1,2,0,1,"RT @0hallis0n: ""This is J Cole you fucking queer""",rt j cole fuck queer
13986,3,0,2,1,1,RT @100Band_RELL: All yaw hoes want 2 thing Money &amp; Dick,rt yaw hoe want thing money amp dick
13987,3,0,2,1,1,RT @10milekid: Hahahaha basic bitches so funny,rt hahahaha basic bitch funni
13988,3,1,0,2,2,"RT @10thAmendment: Jihadi Killed #BrendanTevlin In N.J. W/ At Least 2 Others,Part Of Terrorist Ring 10 Yrs Ago http://t.co/qZtXJv9x8J http&#8230;",rt jihadi kill brendantevlin n j w least other part terrorist ring yr ago http
13989,3,0,3,0,1,RT @11_MeLoBaby_7: @100granHman it ain't nothin to cut that bitch off ayeeee,rt nothin cut bitch ayeee
13990,3,0,0,3,2,RT @120Sports: Twitter tipped its cap to say #FarewellCaptain to Jeter in his Yankee Stadium finale. VIDEO: http://t.co/QdldmWBwXJ http://t&#8230;,rt twitter tip cap say farewellcaptain jeter yanke stadium final video
13991,3,0,3,0,1,RT @1Armaun: Hoes get a boyfriend and swear they not a hoe anymore. Bitch Having a boyfriend doesn't erase what happened before him you ...,rt hoe get boyfriend swear not hoe anymor bitch boyfriend eras happen
13992,3,0,3,0,1,RT @1BigMick: Today I told a woman that she was the quintessential embodiment of sexual femininity. How am I not drowning in pussy?,rt today told woman quintessenti embodi sexual feminin not drown pussi
13993,3,0,3,0,1,RT @1CaptainDrew: Supp wigga,rt supp wigga
13994,3,0,3,0,1,RT @1JohnnyCinco: You can't go wrong with a loyal bitch.,rt go wrong loyal bitch
13995,3,0,3,0,1,"RT @1KelliBelle: Needy, clingy men is why I have bitch issues",rt needi clingi men bitch issu
13996,3,0,3,0,1,RT @1Khariz: kim k lil sisters some hoes,rt kim k lil sister hoe
13997,3,0,3,0,1,RT @1MarsB: I might be ugly but my hoes ain't trippin,rt might ugli hoe trippin
13998,3,0,3,0,1,RT @1RudeAssNinja: @Yung_N_GettinIt @carleycarllz bro don't argue with these rejected ass Disney models bitches better go play in some food&#8230;,rt bro argu reject ass disney model bitch better go play food
13999,3,0,3,0,1,RT @1Smedia: When a hoe gets too friendly with Bae &#128545;&#128548;&#128127;&#128298; http://t.co/figgTHzk0L,rt hoe get friendli bae
14000,3,0,1,2,2,"RT @1TRIKOfficial: @ItsNotAdam No prob! Def a good early set energy tool! If you want to tune in, http://t.co/hxfJWy3Jab in less than an ho&#8230;",rt prob def good earli set energi tool want tune less ho
14001,6,2,4,0,1,RT @1WayHustle: Bitches love niggas that got bitches,rt bitch love nigga got bitch
14002,3,0,3,0,1,RT @1WayHustle: I got bitches geekin sneakin cocaina cross the customs - @TheDonIV,rt got bitch geekin sneakin cocaina cross custom
14003,3,0,3,0,1,"RT @1deep_williard: ""@1017_Sqquad: Come out her pussy and go in her ass come out her ass and go in her mouth"" that way she won't tell nobod&#8230;",rt come pussi go ass come ass go mouth way tell nobod
14004,3,0,0,3,2,"RT @1goodlookingman: Bees won, Mets won, and the Yankees lost. It's a good day in baseball.",rt bee met yanke lost good day basebal
14005,3,0,3,0,1,RT @1stBlock_Rody: This bitch always in my pocket &#128073;&#128530;,rt bitch alway pocket
14006,3,0,2,1,1,"RT @1stblock_thomas: ""@1stBlocJeremiah: You know bitches be mad when they be like ""I'm my own #wcw&#128514;&#128514;""",rt know bitch mad like wcw
14007,9,1,8,0,1,RT @1stblock_thomas: @1stBlocJeremiah @LowworldsFinest Nah boa That nigga Wayne run his mouth like a hoe &amp; my girl ain't No hoe so Chill wi&#8230;,rt nah boa nigga wayn run mouth like hoe amp girl hoe chill wi
14008,3,0,3,0,1,RT @1stblocklokee: The niggas who just jumped my brother said that dre was in they hood bitch 131st belongs to us imma going to find you bi&#8230;,rt nigga jump brother said dre hood bitch st belong us imma go find bi
14009,3,0,2,1,1,RT @215_Bub: Don't sweat these hoes they come wit the money &#128527;,rt sweat hoe come wit money
14010,3,0,3,0,1,"RT @215potter: Grown men, wearing jerseys with other grown men's name on them..

Don't forget your fucking pom poms.",rt grown men wear jersey grown men name forget fuck pom pom
14011,9,4,5,0,1,RT @22duces20: Happy birthday to my little ass cousin who doesn't remember who I am @1NOnlyDirtyMike hope it's a good one fag !,rt happi birthday littl ass cousin rememb hope good one fag
14012,3,0,0,3,2,RT @23Vnds: Check out the homie @renz360 for that sole sauce! That stuff does miracles!!! @renz360 @renz360&#8230; http://t.co/EecEzJRx6C,rt check homi sole sauc stuff miracl
14013,3,0,3,0,1,RT @275YUNGSIMMIE: I flex it ain't no turning down ...take yo bitch fly out of town ... ...Macin stackin ready to get it crackin aint no tu&#8230;,rt flex turn take yo bitch fli town macin stackin readi get crackin aint tu
14014,3,0,3,0,1,RT @275YUNGSIMMIE: I hate a lying ass bitch,rt hate lie ass bitch
14015,3,0,0,3,2,RT @2AFight: Muslim Jihadi? Keep Calm and.... http://t.co/iW6HT090s8 #PJNET #tcot #tgdn #ccot #RedNationRising #teaparty #2A #NRA http://t.&#8230;,rt muslim jihadi keep calm pjnet tcot tgdn ccot rednationris teaparti nra
14016,3,0,3,0,1,RT @2Blunts1Jorge: &#8220;@GinaSanabria_: I'm ugly so don't worry about me having hoes.&#8221;,rt ugli worri hoe
14017,3,0,3,0,1,RT @2Live_Que: So y'all just gone look past the fact that this bitch sucking a dick cause her edges laid? I swear hate you bitches &#128530; http:/&#8230;,rt gone look past fact bitch suck dick caus edg laid swear hate bitch http
14018,3,0,3,0,1,RT @2Necklaceez: I'm in this bitch yaaa I do my thanggg &#128079;,rt bitch yaaa thanggg
14019,3,0,3,0,1,"RT @33mLENY: bae: lemme see your phone if you dont have hella hoes 

me: one sec http://t.co/MztLPgx4ur",rt bae lemm see phone dont hella hoe one sec
14020,3,0,3,0,1,RT @3High_Tae: Bruh this bitch booty so flat that its muscular &#128128;&#128128;&#128128; http://t.co/8vG3MAtceU,rt bruh bitch booti flat muscular
14021,3,0,3,0,1,RT @3Much4TheseHoez: RT @iDntWearCondoms: If I DM u don't announce it to the timeline bitch I'm tryna fuck on the low,rt rt dm u announc timelin bitch tryna fuck low
14022,3,0,3,0,1,RT @3_Much_: If u a messy bitch hell nawl i cant rock w. You,rt u messi bitch hell nawl cant rock w
14023,3,0,3,0,1,RT @3amado_carrillo: Just checked my watch n that bitch said sometimes,rt check watch n bitch said sometim
14024,3,0,3,0,1,RT @3amado_carrillo: Rick James bitch,rt rick jame bitch
14025,3,0,3,0,1,RT @40oz_VAN: Don't be that frontin' ass bitch.,rt frontin ass bitch
14026,6,0,6,0,1,RT @4200Savage: Mama told me look rich act poor n neva trip ona bitch dat ain't urs#gang,rt mama told look rich act poor n neva trip ona bitch dat ur gang
14027,3,0,3,0,1,RT @4200Savage: Since a yungin bitch I been nat nigga,rt sinc yungin bitch nat nigga
14028,3,0,3,0,1,RT @44BINKO: &#8220;@Say_Lil_Zack: I love female cops&#128525;&#8221; they b sum hoes too fuck da jakes &#128110;&#128165;&#128299;,rt love femal cop b sum hoe fuck da jake
14029,3,0,3,0,1,RT @44BINKO: @BreadTruckkBri &#128514;&#128514;&#128514; knwin I heard dat hoe changed,rt knwin heard dat hoe chang
14030,3,1,2,0,1,RT @44BINKO: @VoiceOfDStreetz &#128514;&#128514;&#128514;&#128514;&#128514; u a hoe &#128557;&#128557;&#128557;&#128557;,rt u hoe
14031,3,0,3,0,1,RT @44BINKO: @VoiceOfDStreetz she spazzed out dude don't have his hoes in line &#128514;&#128514;&#128514;,rt spazz dude hoe line
14032,3,0,3,0,1,RT @4550Empire: @QuintinMvP @_200_Soetan yea u know these lil bitches be stalking are twitter for they niggas&#128565;&#128514;&#128514;,rt yea u know lil bitch stalk twitter nigga
14033,3,0,0,3,2,RT @490xl: why get attached to people when you can jump in a trash can and feel the same way,rt get attach peopl jump trash feel way
14034,3,1,2,0,1,RT @49ant: down ass bitch RT @NewsBreaker: Aaron Hernandez's girlfriend lied to grand jury 29 times http://t.co/k6x3dUKhtf,rt ass bitch rt aaron hernandez girlfriend lie grand juri time
14035,3,0,3,0,1,RT @49ant: if she lives at home she's a little less likely to cheat on you and be a ho,rt live home littl less like cheat ho
14036,3,0,3,0,1,RT @49ant: you aint getting no hoes to come back to the room with you if you staying at circus circus bruh,rt aint get hoe come back room stay circu circu bruh
14037,3,0,0,3,2,"RT @49ers: Oregon State WR @brandincooks is a popular #49ers pick in recent mock drafts. 

DRAFT TRACKER: http://t.co/AEueKmhkQX http://t.c&#8230;",rt oregon state wr popular er pick recent mock draft draft tracker
14038,3,0,3,0,1,RT @510988: Ugliest bitches I've ever seen &#128514; https://t.co/JLeYDCegf0,rt ugliest bitch ever seen
14039,3,0,0,3,2,RT @516Jake: Hungover and feeling yyyyyeelllloooowwwwww @outlawdipper @mudjug1 #dbh #yellow http://t.co/hJe7v4aWdw,rt hungov feel yyyyyeelllloooowwwwww dbh yellow
14040,3,0,3,0,1,"RT @5200LorA: im pregnant ass bitches , matter fact ima slip down the steps ass bitches",rt im pregnant ass bitch matter fact ima slip step ass bitch
14041,3,0,1,2,2,RT @5SOS: It's the best thing ever driving past crowds of people at shows and seeing bandannas coloured hair 5sos shirts that you've made o&#8230;,rt best thing ever drive past crowd peopl show see bandanna colour hair so shirt made
14042,3,2,1,0,0,RT @602StrangeAngel: Your Swags off fag sauce,rt swag fag sauc
14043,3,0,3,0,1,RT @666joselopez: @Victorasap_ your voice mail little bitch ass nigga http://t.co/n9dMDtvWts,rt voic mail littl bitch ass nigga
14044,3,0,2,1,1,"RT @6OLDAR: ""@lovelyweird0: I need their workout plan &#128525;&#128553; http://t.co/XMnIm9YIVN"" third bitch had a fucking miracle",rt need workout plan third bitch fuck miracl
14045,3,0,3,0,1,"RT @6THGRADER: It doesn't matter who I make out with in ""Spin the Bottle"" because I only invite the hottest bitches to play. #ladykiller",rt matter make spin bottl invit hottest bitch play ladykil
14046,6,0,6,0,1,RT @6THGRADER: Lol new kid at school... thinks he can take me at tetherball. Bout to show him why I get all the playground pussy. #baller #&#8230;,rt lol new kid school think take tetherbal bout show get playground pussi baller
14047,3,0,3,0,1,RT @6THGRADER: Mom brought me McDonald's for lunch. I had all the bitches on me.,rt mom brought mcdonald lunch bitch
14048,3,0,3,0,1,RT @6THGRADER: Today seems like as good a day as ever to bang some bitches and go for ice cream.,rt today seem like good day ever bang bitch go ice cream
14049,3,0,3,0,1,RT @718queens: I rather my girl be clingy than a hoe,rt rather girl clingi hoe
14050,3,0,0,3,2,RT @77StephanieG77: A portable septic tank. For allllll those pesky feelings.,rt portabl septic tank allllll peski feel
14051,3,0,3,0,1,RT @919Prince: If we're together &#128143;&#128145; and you don't like that bitch &#128129;&#128587; I don't like that bitch either &#128078;&#128076; http://t.co/2F2rERRGsM,rt togeth like bitch like bitch either
14052,3,0,3,0,1,RT @9_3TilInfinity: If I wanted my ex back believe me I'd fucking go get they ass. &#128514; but I ain't bout to dig through the trash. &#128520;&#128686;,rt want ex back believ fuck go get ass bout dig trash
14053,3,0,3,0,1,"RT @9acino_: ""My hoes are your hoes...but my wife is all mine"" #wisebrethrenwords",rt hoe hoe wife mine wisebrethrenword
14054,3,2,1,0,0,RT @A1lovely_: At least i say im crazy...some nigga gotta find out a bitch wild when she shooting at they ass &#128514;,rt least say im crazi nigga gotta find bitch wild shoot ass
14055,3,0,3,0,1,"RT @A1rWick: Who cares who looks better between Blue Ivy, North, and whatever other celeb baby. Read your kid a book u simple bitch.",rt care look better blue ivi north whatev celeb babi read kid book u simpl bitch
14056,3,1,2,0,1,RT @A2daO: When dykes surround you https://t.co/yWegZs78Om,rt dyke surround
14057,3,0,0,3,2,RT @ABCbirds1: #Colorado lawmakers consider nation&#8217;s 1st #wind energy legislation to protect #birds &amp; #bats. http://t.co/shwQYb76pw http://&#8230;,rt colorado lawmak consid nation st wind energi legisl protect bird amp bat
14058,3,0,0,3,2,RT @ABCbirds1: #Neonics are deadly to #birds like the American Kestrel and #bees. Ask @Lowes to take it off their shelves. #EcoWed http://t&#8230;,rt neonic deadli bird like american kestrel bee ask take shelv ecow
14059,3,0,3,0,1,"RT @ACMobbDeep: @sugarhillgang00 @willyc14_ high flyers, crr, militia, boner squad, ball sack, weiner FC, anal brownies",rt high flyer crr militia boner squad ball sack weiner fc anal browni
14060,3,0,1,2,2,RT @AC_Hussle: Bron pregame speeches be so trash though lmao,rt bron pregam speech trash though lmao
14061,3,0,2,1,1,RT @AC_Hussle: Niggas love cuffing hoes then acting surprised when they turn out to be hoes.,rt nigga love cuf hoe act surpris turn hoe
14062,3,0,3,0,1,RT @AC_Hussle: Real RT @iHitModelsRaw: All jokes aside the hoes I know some of the coolest women I've ever met,rt real rt joke asid hoe know coolest women ever met
14063,3,0,3,0,1,RT @AC_Hussle: When yall having a good day &amp; she brings up a bitch from Twitter http://t.co/LQVLDxOwsH,rt yall good day amp bring bitch twitter
14064,3,0,0,3,2,"RT @AChosenWord: Of rain showers
&amp; weepy fog
of soft light
&amp; cool touch
of wild wind
that carry music of birds
who cease to soar;
this feel&#8230;",rt rain shower amp weepi fog soft light amp cool touch wild wind carri music bird ceas soar feel
14065,3,0,3,0,1,RT @AFBoycie: @BrockLesnar ill fight you ! Ya big daft cunt .,rt ill fight ya big daft cunt
14066,3,0,0,3,2,RT @AG2Pearl: Black Americans Are Worse Off Under BHO http://t.co/k4IwEugNyx Well researched article...bound to elicit cries of Uncle Tom &#8230;,rt black american wors bho well research articl bound elicit cri uncl tom
14067,3,0,3,0,1,"RT @AGRIcouture: Wow RT @RingkledSuccess: Lmao RT ""@badgalcash: bet not ever come to my house again dirty bitch http://t.co/Qv1rUzGsfJ""",rt wow rt lmao rt bet not ever come hous dirti bitch
14068,3,0,3,0,1,"RT @AH_Michael: 12 lava cakes, bitches. #RTExtraLife",rt lava cake bitch rtextralif
14069,3,0,0,3,2,"RT @AIIAmericanGirI: &#127482;&#127480;
FEC May Yank 1st Amendment Guards for Drudge, Rest of Internet https://t.co/pVe5nNAOkV #wiunion",rt fec may yank st amend guard drudg rest internet wiunion
14070,3,0,1,2,2,"RT @AIanHangover: ""Bae"" means ""Before Anyone Else,"" I've been here thinking it's a ghetto word for babe/baby.",rt bae mean anyon els think ghetto word babe babi
14071,6,0,6,0,1,"RT @AIanHangover: ""what are you 15?""

yeah on a scale of one to ten, bitch",rt yeah scale one ten bitch
14072,9,2,7,0,1,"RT @AIanHangover: Be smart because you won't be pretty forever, bitch.",rt smart pretti forev bitch
14073,3,0,3,0,1,RT @AIanHangover: I could never date someone who isn't goofy. Nobody's tryna date a bland boring ass bitch.,rt could never date someon goofi nobodi tryna date bland bore ass bitch
14074,7,0,7,0,1,"RT @AIanHangover: If I've ever offended you, im sorry..

.

.

.

.

.

.

.

.

.

.

that you're a sensitive lil bitch.",rt ever offend im sorri sensit lil bitch
14075,3,0,3,0,1,RT @AIanHangover: Karma is only a bitch to bitches.,rt karma bitch bitch
14076,3,0,3,0,1,RT @AIanHangover: No girl sucks dick but somehow all dudes get head. Dudes only fuck bad bitches yet all these ugly girls getting pregnant.&#8230;,rt girl suck dick somehow dude get head dude fuck bad bitch yet ugli girl get pregnant
14077,6,0,6,0,1,RT @AIanHangover: let's play a game called stop being a lil bitch,rt let play game call stop lil bitch
14078,3,0,3,0,1,RT @AIlThese: All these clocks and we still don't have time for these hoes http://t.co/oZm4cQe5Me,rt clock still time hoe
14079,3,1,2,0,1,"RT @AJCOLEMANBABY: niggas be pressed for pussy it aint nothin, instead of worryin who that bitch fuckin, why dont u go get u some munnaaaa",rt nigga press pussi aint nothin instead worryin bitch fuckin dont u go get u munnaaaa
14080,6,0,5,1,1,RT @ALMartinez32: &#8220;@100granHman: @IamMrEchols @ALMartinez32 &#128555;&#128555;&#8221;finding herself in the hoe section,rt find hoe section
14081,6,0,6,0,1,RT @AMGLLCCEO: Social network got bitches heads like &#128553; http://t.co/BHMUO4x4VU,rt social network got bitch head like
14082,6,0,6,0,1,RT @AMGLLCCEO: When you die but a bad bitch walk in yo funeral &#128526;&#128526;&#128514;&#128514;&#128514;&#128514; http://t.co/YZs9DQVqDV,rt die bad bitch walk yo funer
14083,3,0,0,3,2,RT @AP: Lifelong Yankee fan puts aside rooting interest and returns lost Red Sox World Series ring to rightful owner: http://t.co/GDLcpWDNoo,rt lifelong yanke fan put asid root interest return lost red sox world seri ring right owner
14084,3,0,3,0,1,RT @APTheCreated: @bellabelcastro is the realest bitch I know. Lol,rt realest bitch know lol
14085,3,0,0,3,2,RT @AP_Noticias: #&#218;LTIMAHORA El republicano Charlie Baker elegido gobernador de Massachusetts. #Election2014 #APracecall http://t.co/qkbWQ&#8230;,rt ltimahora el republicano charli baker elegido gobernador de massachusett elect apracecal
14086,3,0,3,0,1,RT @ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/J8B2JaaDxK,rt femal think date pussi cute
